"Query","QueryPath","Custom","PCI DSS v3.2","OWASP Top 10 2013","FISMA 2014","NIST SP 800-53","OWASP Top 10 2017","OWASP Mobile Top 10 2016","SrcFileName","Line","Column","NodeId","Name","DestFileName","DestLine","DestColumn","DestNodeId","DestName","Result State","Result Severity","Assigned To","Comment","Link","Result Status"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","130","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","130","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=133","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","140","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","140","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=134","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","158","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","158","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=135","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","169","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","169","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=136","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","188","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","188","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=137","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","198","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","198","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=138","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","209","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","209","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=139","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","210","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","210","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=140","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","211","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","211","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=141","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","212","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","212","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=142","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","213","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","213","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=143","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","228","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","228","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=144","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","237","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","237","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=145","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","248","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","248","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=146","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","249","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","249","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=147","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","250","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","250","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=148","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","251","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","251","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=149","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","252","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","252","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=150","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","267","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","267","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=151","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","277","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","277","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=152","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","298","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","298","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=153","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","299","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","299","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=154","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","300","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","300","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=155","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","301","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","301","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=156","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","302","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","302","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=157","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","303","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","303","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=158","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","304","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","304","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=159","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","305","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","305","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=160","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","306","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","306","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=161","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","307","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","307","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=162","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","308","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","308","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=163","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","309","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","309","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=164","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","310","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","310","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=165","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","311","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","311","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=166","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","312","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","312","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=167","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","322","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","322","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=168","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","331","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","331","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=169","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","345","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","345","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=170","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","357","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","357","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=171","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","369","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","369","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=172","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","370","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","370","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=173","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","371","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","371","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=174","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","372","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","372","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=175","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","373","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","373","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=176","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","385","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","385","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=177","New"
